tenure_months,login_frequency,session_duration,feature_usage_count,days_since_last_login,support_tickets,payment_failures,discount_usage,referrals_made,engagement_score,recency_ratio,is_recently_active,support_tickets_per_month,payment_failures_per_month,login_frequency_per_tenure,engagement_tenure_interaction,total_engagement_proxy,problem_indicator,declining_usage,at_risk_indicator,subscription_tier_Premium,subscription_tier_Standard,age_group_26-35,age_group_36-45,age_group_46-55,age_group_56+,region_North,region_South,region_West,customer_id,churned
-0.4635981991813197,-0.5854712864268308,-1.0953897258752696,-0.6912325282125469,1.190628033462866,0.9431990484735001,1.059282699803281,-0.674199862463242,-0.6940025758587636,-1.0304559839563308,0.2357424219803201,-2.2898681966350067,0.3057702992325248,0.4725277838845973,-0.42268978177701855,-0.6021484585673766,-0.7234573651948542,1.293404817133974,1.5839103288458478,4.689190308265003,-0.4282895663715402,-0.736220107210202,-0.6632381240665096,1.7152787937655078,-0.4934808163061419,-0.33240663336583404,1.7312813491534864,-0.5737578326345759,-0.5796596794856239,CUST_000916,1
0.32932916543895335,-0.7909734161991022,-1.34720405896521,-1.250331364728492,-0.2584460845162339,-0.433733869006062,1.059282699803281,1.4832396974191326,-0.6940025758587636,-1.4695179345769303,-0.3575518749394813,0.4367063578023897,-0.5359848044608209,-0.05369722125491106,-0.6339812724019119,-0.4769612068604869,-0.8075290233156837,-0.03146567416843216,1.5839103288458478,-0.21325643325617105,-0.4282895663715402,1.3582894438856787,1.5077540987371225,-0.5829956060989511,-0.4934808163061419,-0.33240663336583404,-0.5776068693219344,-0.5737578326345759,-0.5796596794856239,CUST_004652,1
-0.7279073207214107,-0.3414375073222585,-0.30846993496920694,2.383811072625151,-0.4256469442830532,-0.433733869006062,-0.6649973324321193,1.4832396974191326,-0.6940025758587636,0.5987670991602615,-0.2002482602488074,0.4367063578023897,-0.10484194647154621,-0.4629833363634176,-0.0015639832211965837,-0.5513719306820135,-0.3907459449769838,-0.4730891712692342,-0.631348872337156,-0.21325643325617105,2.334868926348074,-0.736220107210202,-0.6632381240665096,1.7152787937655078,-0.4934808163061419,-0.33240663336583404,-0.5776068693219344,1.742895596576363,-0.5796596794856239,CUST_000330,0
-0.639804280208047,-1.0093194290821403,2.5296874442319925,-0.13213369169660177,-0.35133545105335573,-0.433733869006062,0.19714268368558077,-0.674199862463242,0.7146630043687674,0.16442320954467762,-0.2184766953728282,0.4367063578023897,-0.21981337526868608,0.19187444781019292,-0.5707395434838405,-0.516035634917216,-0.44472623319696225,-0.2522774227188332,-0.631348872337156,-0.21325643325617105,2.334868926348074,-0.736220107210202,-0.6632381240665096,1.7152787937655078,-0.4934808163061419,-0.33240663336583404,-0.5776068693219344,-0.5737578326345759,-0.5796596794856239,CUST_005602,0
0.5936382869790444,-0.5983151695375978,0.5886186266637047,-0.4116831099545743,-0.016933731519717273,0.25473258973371904,-0.6649973324321193,-0.674199862463242,-0.6940025758587636,-0.3474662468456498,-0.3415059972230532,0.4367063578023897,-0.43765397720010907,-0.4629833363634176,-0.6162649985963402,0.288876523151168,-0.2823790944159532,-0.2522774227188332,1.5839103288458478,-0.21325643325617105,-0.4282895663715402,1.3582894438856787,-0.6632381240665096,1.7152787937655078,-0.4934808163061419,-0.33240663336583404,-0.5776068693219344,-0.5737578326345759,-0.5796596794856239,CUST_005274,0
-0.7279073207214107,-0.3799691566545594,2.4037802776870225,-0.13213369169660177,-0.7414707905092672,0.9431990484735001,0.19714268368558077,-0.674199862463242,0.7146630043687674,0.5318674136276041,-0.4132930957608012,0.4367063578023897,1.0448723414998529,0.3555888938535955,-0.03216481979445699,-0.5582676624896279,0.5422761165392324,0.6309695714827709,-0.631348872337156,-0.21325643325617105,-0.4282895663715402,-0.736220107210202,1.5077540987371225,-0.5829956060989511,-0.4934808163061419,-0.33240663336583404,-0.5776068693219344,-0.5737578326345759,1.7251501793041328,CUST_000602,0
-0.7279073207214107,0.9044191544221368,-0.7176682262403596,-0.6912325282125469,0.670447580854984,-1.122200327745843,0.19714268368558077,1.4832396974191326,-0.6940025758587636,0.073167038139974,0.539142639469289,-2.2898681966350067,-0.6796990904572457,0.3555888938535955,0.9878630659808906,-0.6055485240397266,-0.12563853850575976,-0.6939009198196353,-0.631348872337156,-0.21325643325617105,-0.4282895663715402,-0.736220107210202,1.5077540987371225,-0.5829956060989511,-0.4934808163061419,-0.33240663336583404,-0.5776068693219344,-0.5737578326345759,-0.5796596794856239,CUST_000688,0
-0.639804280208047,-0.4441885722083942,-0.24551635169672198,-0.13213369169660177,0.0016441417877070192,0.25473258973371904,-0.6649973324321193,-0.674199862463242,-0.6940025758587636,-0.4264635246988604,-0.03940303441014604,0.4367063578023897,0.24007233991987353,-0.4629833363634176,-0.21168972769091812,-0.5972437186439378,-0.4214060986473378,-0.2522774227188332,1.5839103288458478,-0.21325643325617105,-0.4282895663715402,-0.736220107210202,-0.6632381240665096,-0.5829956060989511,-0.4934808163061419,-0.33240663336583404,-0.5776068693219344,1.742895596576363,-0.5796596794856239,CUST_007032,0
-0.28739211815459237,-0.9836316628606067,-1.3419579270258362,-0.9707819464705194,-0.23986821120880963,-0.433733869006062,1.059282699803281,-0.674199862463242,-0.6940025758587636,-1.4846399249776212,-0.2933286252882189,0.4367063578023897,-0.4242070264636015,0.2646364238294829,-0.6305811794493275,-0.6488848108547883,-0.8223986561469774,-0.03146567416843216,1.5839103288458478,-0.21325643325617105,-0.4282895663715402,-0.736220107210202,1.5077540987371225,-0.5829956060989511,-0.4934808163061419,-0.33240663336583404,-0.5776068693219344,-0.5737578326345759,-0.5796596794856239,CUST_000232,1
0.7698443680057717,-0.6368468188698986,-0.7281604901191072,1.8247122361092059,-0.4628026908979019,-1.122200327745843,0.19714268368558077,-0.674199862463242,-0.6940025758587636,0.04292305733859136,-0.39546463981847424,0.4367063578023897,-0.6796990904572457,-0.3070648163220818,-0.6325240897079472,0.6821784731813594,-0.6417691819176564,-0.6939009198196353,-0.631348872337156,-0.21325643325617105,-0.4282895663715402,-0.736220107210202,1.5077540987371225,-0.5829956060989511,-0.4934808163061419,-0.33240663336583404,-0.5776068693219344,-0.5737578326345759,-0.5796596794856239,CUST_003818,0
